11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | LMEx Framework Version: 4.0.0.12
11-Jan-2022 14:35:51  | FRM | ### | LMEx 32Bit
11-Jan-2022 14:35:51  | FRM | ### | LMEx Sensor Version: 1.1.11.3
11-Jan-2022 14:35:51  | FRM | ### | User: MIB1RT
11-Jan-2022 14:35:51  | FRM | ### | User level: EXTENDED
11-Jan-2022 14:35:51  | FRM | ### | Test bench         : CANONLY
11-Jan-2022 14:35:51  | FRM | ### | Host name          : RT-Z0KG0
11-Jan-2022 14:35:51  | FRM | ### | Unibox Id          : 100
11-Jan-2022 14:35:51  | FRM | ### | Mainboard Number   : -1
11-Jan-2022 14:35:51  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
11-Jan-2022 14:35:51  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007884_8D-22-015\04-El._Testing_at_RT_Accel_Gyro(3)\FA_4868
11-Jan-2022 14:35:51  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220111143551\
11-Jan-2022 14:35:51  | FRM | ### | Movejob: deactivated
11-Jan-2022 14:35:51  | FRM | ### | TDMS ByteOrder: BigEndian
11-Jan-2022 14:35:51  | FRM | ### | TDMS language: german
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | Info: temporary saving active
11-Jan-2022 14:35:51  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
11-Jan-2022 14:35:51  | FRM | ### | 
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
11-Jan-2022 14:35:51  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:35:51  | FRM | ### | 
11-Jan-2022 14:35:52  | FRM | ### | Sensor Pos=1 Nr=1
11-Jan-2022 14:35:52  | FRM | ### | Sensor Pos=2 Nr=4868
11-Jan-2022 14:35:52  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
11-Jan-2022 14:35:52  | FRM | ### | Test initializeded
11-Jan-2022 14:35:52  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
11-Jan-2022 14:35:54  | INF | ### | Paranoia power reset (TM)
11-Jan-2022 14:35:56  | SEN | 001 | module_id:12828
11-Jan-2022 14:35:56  | SEN | 001 | SNR:692872690705321c
11-Jan-2022 14:35:57  | SEN | 001 | USNR:0000H2NH52019028050KY
11-Jan-2022 14:35:57  | INF | ### | CRC 58987 crc read:58987
11-Jan-2022 14:35:57  | INF | ### | SensorNr1
11-Jan-2022 14:35:57  | INF | ### | 
11-Jan-2022 14:35:57  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
11-Jan-2022 14:35:59  | INF | ### | | RATE_X_wodrivewoCM        |      -0.01dps|  0.04dps  | DC <2dps, AC < 0.088dps |
11-Jan-2022 14:38:38  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.76|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
11-Jan-2022 14:38:38  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          0.56|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
11-Jan-2022 14:38:38  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.70|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
11-Jan-2022 14:38:38  | INF | ### | | c_odr_trim_current        |         -2.00|     0.00  | c_odr_trim_current |
11-Jan-2022 14:38:39  | INF | ### | | acc_trm_dgain_s0_y        |   -7403.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:38:39  | INF | ### | | acc_trm_dgain_s0_z        |   -7403.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:38:39  | INF | ### | | acc_trm_dgain_s0_x        |   -7403.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
11-Jan-2022 14:38:40  | INF | ### | | a_x_S28_DC_CBIST          |      69.49LSB|  0.37LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | a_y_S28_DC_CBIST          |    -121.09LSB|  0.80LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | a_z_S28_DC_CBIST          |     -63.13LSB|  0.48LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | tm_acc_ileak              |       1.00LSB|  0.00LSB  | tm_acc_ileak |
11-Jan-2022 14:38:40  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |      71.56LSB|  0.77LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |    -122.07LSB|  0.56LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |     -65.27LSB|  0.67LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:40  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |         -2.07|     0.00  | a_x_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:38:40  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |          0.98|     0.00  | a_y_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:38:40  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |          2.15|     0.00  | a_z_S28_DC_ILEAK_DIFF |
11-Jan-2022 14:38:41  | INF | ### | | tm_acc_axis_en            |       5.00LSB|  0.00LSB  | tm_acc_axis_en |
11-Jan-2022 14:38:41  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|      70.82LSB|  0.50LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:41  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise|   18966.80LSB|  0.00LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:41  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|     -64.88LSB|  0.49LSB  | X < DC < X, AC < X |
11-Jan-2022 14:38:41  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |          0.74|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:38:41  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |     -19088.87|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:38:41  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |         -0.39|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
11-Jan-2022 14:38:41  | INF | ### | | tm_acc_axis_en            |       7.00LSB|  0.00LSB  | tm_acc_axis_en |
11-Jan-2022 14:38:41  | FRM | ### | Wait TDMS writeprocess ...
11-Jan-2022 14:38:42  | FRM | ### | TDMS writeprocess completed.
11-Jan-2022 14:38:42  | FRM | 001 | TDMS Defragmentation file pos 1
11-Jan-2022 14:38:42  | FRM | 002 | TDMS Defragmentation file pos 2
11-Jan-2022 14:38:43  | FRM | ### | Test completed: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
11-Jan-2022 14:38:43  | FRM | ### | ----------------------------------------------------------------------------
11-Jan-2022 14:38:43  | FRM | ### | Complete duration: 0.05 hours
11-Jan-2022 14:38:43  | FRM | ### | ----------------------------------------------------------------------------
