26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | LMEx Framework Version: 4.0.0.12
26-Nov-2021 13:42:18  | FRM | ### | LMEx 32Bit
26-Nov-2021 13:42:18  | FRM | ### | LMEx Sensor Version: 1.1.11.3
26-Nov-2021 13:42:18  | FRM | ### | User: MIB1RT
26-Nov-2021 13:42:18  | FRM | ### | User level: EXTENDED
26-Nov-2021 13:42:18  | FRM | ### | Test bench         : CANONLY
26-Nov-2021 13:42:18  | FRM | ### | Host name          : RT-Z0KG0
26-Nov-2021 13:42:18  | FRM | ### | Unibox Id          : 100
26-Nov-2021 13:42:18  | FRM | ### | Mainboard Number   : -1
26-Nov-2021 13:42:18  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
26-Nov-2021 13:42:18  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007695_8D-21-653\04-El._Testing_at_RT_Accel_Gyro(3)\4681_FA
26-Nov-2021 13:42:18  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211126134217\
26-Nov-2021 13:42:18  | FRM | ### | Movejob: deactivated
26-Nov-2021 13:42:18  | FRM | ### | TDMS ByteOrder: BigEndian
26-Nov-2021 13:42:18  | FRM | ### | TDMS language: german
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | Info: temporary saving active
26-Nov-2021 13:42:18  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
26-Nov-2021 13:42:18  | FRM | ### | 
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
26-Nov-2021 13:42:18  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:42:18  | FRM | ### | 
26-Nov-2021 13:42:18  | FRM | ### | Sensor Pos=1 Nr=1
26-Nov-2021 13:42:18  | FRM | ### | Sensor Pos=2 Nr=4681
26-Nov-2021 13:42:18  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
26-Nov-2021 13:42:18  | FRM | ### | Test initializeded
26-Nov-2021 13:42:18  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
26-Nov-2021 13:42:20  | INF | ### | Paranoia power reset (TM)
26-Nov-2021 13:42:22  | SEN | 001 | module_id:6470
26-Nov-2021 13:42:22  | SEN | 001 | SNR:ab3d82c707011946
26-Nov-2021 13:42:23  | SEN | 001 | USNR:0000H6K123022070025KY
26-Nov-2021 13:42:23  | INF | ### | CRC 52051 crc read:52051
26-Nov-2021 13:42:23  | INF | ### | SensorNr1
26-Nov-2021 13:42:23  | INF | ### | 
26-Nov-2021 13:42:23  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
26-Nov-2021 13:42:25  | INF | ### | | RATE_X_wodrivewoCM        |      -0.05dps|  0.04dps  | DC <2dps, AC < 0.088dps |
26-Nov-2021 13:44:59  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.84|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
26-Nov-2021 13:44:59  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          1.04|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
26-Nov-2021 13:44:59  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.78|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
26-Nov-2021 13:45:00  | INF | ### | | c_odr_trim_current        |          0.00|     0.00  | c_odr_trim_current |
26-Nov-2021 13:45:00  | INF | ### | | acc_trm_dgain_s0_y        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:45:00  | INF | ### | | acc_trm_dgain_s0_z        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:45:00  | INF | ### | | acc_trm_dgain_s0_x        |   -7475.00LSB|  0.00LSB  | dgain_s0_DC_CBIST_Noise_nsf_S28 |
26-Nov-2021 13:45:01  | INF | ### | | a_x_S28_DC_CBIST          |      12.23LSB|  0.50LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:01  | INF | ### | | a_y_S28_DC_CBIST          |      -9.10LSB|  0.61LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:01  | INF | ### | | a_z_S28_DC_CBIST          |      45.98LSB|  0.48LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:01  | INF | ### | | tm_acc_ileak              |       1.00LSB|  0.00LSB  | tm_acc_ileak |
26-Nov-2021 13:45:01  | INF | ### | | a_x_S28_DC_ILEAK_Noise    |      12.77LSB|  0.74LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_y_S28_DC_ILEAK_Noise    |      -7.81LSB|  0.85LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_z_S28_DC_ILEAK_Noise    |      45.23LSB|  1.22LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_x_S28_DC_ILEAK_DIFF     |         -0.55|     0.00  | a_x_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | a_y_S28_DC_ILEAK_DIFF     |         -1.29|     0.00  | a_y_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | a_z_S28_DC_ILEAK_DIFF     |          0.74|     0.00  | a_z_S28_DC_ILEAK_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | tm_acc_axis_en            |       5.00LSB|  0.00LSB  | tm_acc_axis_en |
26-Nov-2021 13:45:02  | INF | ### | | a_x_S28_DC_ILEAK_CH2_Noise|      12.73LSB|  0.60LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_y_S28_DC_ILEAK_CH2_Noise|   31999.02LSB|  0.00LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_z_S28_DC_ILEAK_CH2_Noise|      45.27LSB|  1.19LSB  | X < DC < X, AC < X |
26-Nov-2021 13:45:02  | INF | ### | | a_x_S28_DC_ILEAK_CH2_DIFF |          0.04|     0.00  | a_x_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | a_y_S28_DC_ILEAK_CH2_DIFF |     -32006.84|     0.00  | a_y_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | a_z_S28_DC_ILEAK_CH2_DIFF |         -0.04|     0.00  | a_z_S28_DC_ILEAK_CH2_DIFF |
26-Nov-2021 13:45:02  | INF | ### | | tm_acc_axis_en            |       7.00LSB|  0.00LSB  | tm_acc_axis_en |
26-Nov-2021 13:45:02  | FRM | ### | Wait TDMS writeprocess ...
26-Nov-2021 13:45:04  | FRM | ### | TDMS writeprocess completed.
26-Nov-2021 13:45:04  | FRM | 001 | TDMS Defragmentation file pos 1
26-Nov-2021 13:45:04  | FRM | 002 | TDMS Defragmentation file pos 2
26-Nov-2021 13:45:04  | FRM | ### | Test completed: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
26-Nov-2021 13:45:04  | FRM | ### | ----------------------------------------------------------------------------
26-Nov-2021 13:45:04  | FRM | ### | Complete duration: 0.05 hours
26-Nov-2021 13:45:04  | FRM | ### | ----------------------------------------------------------------------------
